Gene Symbol	DMSO_A	DMSO_B	DMSO_C	AZA_2h_A	AZA_2h_B	AZA_2h_C	AZA_48h_C	AZA_48h_B	AZA_48h_C			
Siglecl1	4	0	0	0	2	0	0	0	0			
LTO1	1041	859	848	896	871	893	702	758	805			
Cyp2b27-ps	0	0	0	0	0	0	0	0	0			
Gm44723	0	0	0	0	0	0	0	0	0			
Gm7957	0	0	0	0	0	0	0	0	0			
BC026762	2	0	2	4	0	0	8	6	14			
Gm44991	0	0	0	0	0	0	0	0	0			
Gm10610	0	0	0	0	0	0	0	0	0			
Cyp2b13	0	0	1	0	0	0	0	0	0			
Rnf170-ps	0	0	2	0	2	0	0	0	0			
Gm29920	0	0	0	0	0	0	0	0	0			
Ccnd1	50416	49580	44501	35966	35550	35624	21289	22851	24262			
Cyp2b26-ps	0	0	0	0	0	0	0	0	0			
Gm45181	0	1	0	0	0	0	0	1	1			
Cyp2b9	0	0	0	0	0	0	0	0	0			
Gm8902	0	0	2	0	0	0	0	0	0			
Vmn1r-ps86	0	0	0	0	0	0	0	0	0			
Sh2b1	3770	3545	3197	3547	3377	3404	2900	3430	3723			
Vmn1r184	0	0	0	0	0	0	0	0	0			
Gm44964	0	0	0	0	0	0	0	0	0			
Cd33	0	0	0	0	0	0	0	2	0			
Gm42375	0	0	0	0	0	0	0	0	0			
Gm44818	0	0	0	0	0	0	0	0	0			
Zfp658	569	506	472	596	637	563	457	448	512			
Cyp2a4	0	0	0	0	0	0	0	0	0			
Zfp719	1118	1151	978	1262	1159	1260	907	973	1260			
Tmem167-ps1	0	0	0	0	0	0	0	0	0			
Sult2a-ps1	0	0	0	0	0	0	0	0	0			
Zfp819	54	42	23	46	60	43	38	46	65			
Sult2a2	0	0	0	0	0	0	0	0	0			
Zbed4-ps2	0	0	0	0	0	0	0	0	0			
Ceacam18	2	0	0	2	0	0	2	0	0			
Tmc3	43	37	49	18	32	47	111	96	158			
Nlrp9c	0	0	0	0	0	0	0	0	0			
Gm16638	40	36	35	26	16	27	40	32	31			
Sult2a1	0	0	0	0	0	0	0	0	0			
Kat6b-ps2	0	0	0	0	0	0	0	0	0			
Tufm	4698	4986	4464	4927	4713	4494	3530	3860	4326			
Sult2a-ps2	0	0	0	0	0	0	0	0	0			
Tmem167-ps2	0	0	0	0	0	0	0	0	0			
Siglece	0	3	0	0	2	0	0	0	0			
Gm36546	0	1	0	0	0	0	0	0	0			
Sult2a4	0	0	0	0	0	0	0	0	0			
Ctu1	935	957	903	1194	1131	1127	673	835	753			
Zbed4-ps3	0	1	0	0	0	0	0	0	0			
Tmem167-ps3	0	0	0	0	0	0	0	0	0			
Stard5	300	324	246	257	270	254	251	322	365			
Klk14	0	0	0	4	0	0	0	0	0			
Gm45838	6	6	5	2	6	12	10	13	10			
Gm44817	0	0	0	0	0	0	0	0	0			
Sult2a3	0	0	0	0	0	0	0	0	0			
Nlrp4a	0	0	0	0	0	0	0	0	0			
Sult2a-ps3	0	0	0	0	0	0	0	0	0			
Sult2a-ps4	0	0	0	0	0	0	0	0	0			
Rpap3-ps1	0	0	0	0	0	0	0	0	0			
2310002F09Rik	0	0	0	0	0	0	0	0	0			
Sult2a6	0	0	0	0	0	0	0	0	0			
Rpap3-ps2	0	0	0	0	0	0	0	1	1			
Phf20-ps	0	0	2	4	1	2	0	2	0			
Klk13	0	0	0	0	0	0	0	0	0			
Obox8	0	0	0	0	0	0	0	0	0			
Gm44814	0	0	0	0	0	0	0	0	0			
Mrps36-ps3	0	0	0	0	0	0	0	0	0			
Crs-ps	0	0	0	0	0	0	0	0	0			
Fam160a2	1610	1663	1467	1888	1932	1645	1414	1387	1699			
Klk12	0	0	0	0	0	0	0	0	0			
Gm5901	2	0	0	0	0	0	0	2	0			
Il16	0	0	4	8	0	0	4	6	0			
Gm45885	2	0	0	0	0	2	0	0	2			
2310044K18Rik	0	0	0	0	0	0	0	0	0			
Phgdh-ps1	0	0	0	0	0	4	2	0	4			
Gm7964	1651	1746	1620	1905	1830	1763	1269	1373	1518			
Cnga4	2	0	4	4	0	4	4	2	0			
Gm4972	0	2	0	0	2	0	4	0	2			
Klk11	0	0	0	0	0	0	0	0	0			
Cfap161	0	2	0	0	0	0	5	0	6			
Nlrp9a	0	0	0	0	0	0	0	0	0			
Gm44993	0	0	0	0	0	0	0	0	0			
Gm39043	0	0	0	0	0	0	0	2	0			
3110009M11Rik	0	0	0	0	0	0	0	0	0			
Gm44531	0	0	0	0	0	0	0	0	0			
Atxn2l	16229	15324	13727	14785	14984	14059	12136	12439	15011			
Gm44530	0	0	0	0	0	0	0	0	0			
Klk10	0	0	0	0	0	0	0	0	0			
Sult2a8	0	0	0	0	0	0	0	0	0			
Tlnrd1	1021	1013	874	1063	1072	995	805	1000	946			
Klk9	0	0	0	0	0	0	0	0	0			
Vmn1r185	0	0	0	0	0	0	0	0	0			
Mesd	2525	2581	2368	3020	2757	2582	1967	2158	2372			
Sult2a7	0	0	0	0	0	0	0	0	0			
Obox4-ps1	0	0	0	0	0	0	0	0	0			
Gm49493	24	30	21	29	21	16	12	34	50			
Obox4-ps2	0	0	0	0	0	0	0	0	2			
Eif3c	21043	20692	18971	21895	22095	21662	16215	17123	19412			
Cckbr	0	0	0	0	1	0	0	0	0			
Klk8	0	0	0	0	0	0	0	0	0			
Gm24596	0	1	0	0	1	0	1	0	0			
Cyp2b23	0	0	0	0	0	0	0	1	0			
Gm25579	0	0	0	0	0	0	0	0	0			
Gm45034	0	0	0	0	0	0	0	0	0			
Trpm1	4	6	0	2	0	0	10	4	12			
Cavin3	98	74	61	80	84	99	122	178	176			
Gm45667	0	0	0	0	0	0	0	0	0			
Klk7	0	0	0	0	0	0	0	0	0			
Gm44722	0	0	0	0	0	0	0	0	0			
Smpd1	810	779	750	907	873	883	821	858	1001			
Mir211	0	0	0	0	0	0	0	0	0			
Gm44719	0	0	0	0	0	0	0	0	0			
Mir6416	0	0	0	0	0	0	0	0	0			
Cyp2b19	0	0	0	0	0	0	0	0	0			
Gm44765	0	0	0	0	0	0	0	0	0			
Tpcn2	748	677	745	757	798	712	514	646	737			
Gm45212	4	0	6	4	12	10	6	4	4			
Nlrp5-ps	0	0	0	0	0	0	0	0	0			
Obox4-ps3	0	0	0	0	0	0	0	0	0			
Cyp2g1	0	0	0	0	0	0	0	0	0			
Smim38	4	0	2	5	10	10	4	7	8			
Vmn1r90	0	0	0	0	0	0	0	0	0			
Zfp-ps	0	0	0	0	0	0	0	0	0			
Ranbp2-ps1	1	0	0	0	0	0	0	0	0			
Mrgprf	54	34	55	44	60	64	40	44	36			
Obox3-ps7	0	0	0	0	0	0	0	0	0			
Klk6	0	0	0	0	0	0	0	0	0			
Mrgprd	0	0	0	0	0	0	0	0	0			
Klk5	0	0	0	2	0	0	0	0	0			
Gm44707	0	0	0	0	0	0	0	0	0			
Gm45173	0	0	0	0	0	0	0	0	0			
Cyp2a5	0	0	0	0	0	0	0	0	0			
Obox7	0	0	0	0	0	0	0	0	0			
Klk4	0	0	0	0	0	0	0	0	0			
Obox3-ps1	0	0	0	0	0	0	0	0	0			
Obox4-ps4	0	0	0	0	0	0	0	0	0			
Klk2-ps	0	0	0	0	0	0	2	0	0			
Gtpbp4-ps1	0	0	0	0	0	0	0	0	0			
Ranbp2-ps2	0	0	0	0	0	0	0	0	0			
Cyp2a21-ps	0	0	0	0	0	0	0	1	0			
Mtmr10	882	835	729	974	995	957	729	727	919			
Obox4-ps36	0	0	0	0	0	0	0	0	0			
Api5-ps	0	0	0	0	0	0	0	0	0			
Obox4-ps37	0	0	0	0	0	0	0	0	0			
Gm26056	0	0	0	0	0	0	0	0	0			
Gm20457	57	63	54	76	103	64	49	56	66			
Obox3-ps2	0	0	0	0	0	0	0	0	0			
Obox4-ps5	0	0	0	0	0	0	0	0	0			
Klk15	0	0	0	0	0	0	0	0	0			
Gtpbp4-ps2	0	0	0	0	0	0	0	0	0			
Ranbp2-ps3	0	0	0	0	0	0	0	0	0			
Gm44756	0	0	0	0	0	0	0	0	0			
Obox4-ps38	0	0	0	0	0	0	0	0	0			
Obox4-ps39	0	0	0	0	0	0	0	0	0			
Ranbp2-ps4	0	0	0	0	0	0	0	0	0			
Cyp2a22	0	0	0	0	0	0	0	0	0			
Cemip	254	243	178	421	427	396	229	219	249			
Obox4-ps6	0	0	0	0	0	0	0	0	0			
Gm24701	0	0	0	0	0	0	0	0	0			
Obox3-ps3	0	0	0	0	0	0	0	0	0			
Klk1b7-ps	0	0	0	0	0	0	0	0	0			
Obox4-ps7	0	0	0	0	0	0	0	0	0			
Gm44945	0	0	0	0	0	0	0	0	0			
Gtpbp4-ps3	0	0	0	0	0	0	0	0	0			
Ranbp2-ps5	0	0	0	0	0	0	0	0	0			
Obox4-ps8	0	0	0	0	0	0	0	0	0			
Obox4-ps9	0	0	0	0	0	0	0	0	0			
Cyp2a12	0	0	0	0	0	0	0	0	0			
Obox3-ps4	0	0	0	0	0	0	0	0	0			
Fan1	559	590	575	579	578	675	470	496	526			
Klk1b8	0	0	0	0	0	0	0	0	0			
Obox4-ps10	0	0	0	0	0	0	0	0	0			
Gm4290	0	0	0	0	0	0	0	0	0			
Abhd17c	3309	3391	2818	3320	3100	2999	2407	2623	2765			
Gtpbp4-ps4	0	0	0	0	0	0	0	0	0			
Gm50480	0	0	0	0	0	0	0	0	0			
Ranbp2-ps6	0	0	0	0	0	0	0	0	0			
Klk1b2-ps	0	0	0	0	0	0	0	0	0			
Gm29754	0	0	0	0	0	0	0	0	0			
Obox4-ps11	0	0	0	0	0	0	0	0	0			
Obox4-ps12	0	0	0	0	0	0	0	0	0			
Gm26708	3	3	0	1	6	0	0	1	2			
Gm22177	0	0	0	0	0	0	0	0	0			
Gm44826	0	0	0	0	0	0	3	6	14			
Obox4-ps13	0	0	0	0	0	0	0	0	0			
Gm44827	0	0	0	0	0	0	0	0	0			
Obox4-ps14	0	0	0	0	0	0	0	0	0			
Obox4-ps15	0	0	0	0	0	0	0	0	0			
Obox4-ps16	0	0	0	0	0	0	0	0	0			
Klk1b1	0	0	0	0	0	0	0	0	0			
Obox4-ps17	0	0	0	0	0	0	0	0	0			
Gm45198	0	0	0	0	0	0	0	0	0			
Mphosph10	3557	3385	3153	3880	3677	3537	2797	2975	3448			
Obox4-ps18	0	0	0	0	0	0	0	0	0			
Obox4-ps19	0	0	0	0	0	0	0	0	0			
Obox4-ps20	0	0	0	0	0	0	0	0	0			
Obox4-ps21	0	0	0	0	0	0	0	0	0			
Obox4-ps22	0	0	0	0	0	0	0	0	0			
Cyp2f2	0	0	0	2	0	0	0	0	0			
Obox4-ps23	0	0	0	0	0	0	0	0	0			
Klk1b9	0	0	0	0	0	0	0	0	0			
Mrip-ps	26	19	14	13	5	22	6	6	18			
Gm15883	0	0	0	6	0	0	0	0	0			
Mcee	429	495	414	360	382	419	355	354	416			
Gm45135	0	0	0	0	0	0	0	0	0			
Gm44640	0	0	0	0	0	0	1	1	2			
Obox3-ps5	0	0	0	0	0	0	0	0	0			
Obox4-ps24	0	0	0	0	0	0	0	0	0			
Klk1b10-ps	0	0	0	0	0	0	0	0	0			
Gtpbp4-ps5	0	0	0	0	0	0	0	0	0			
Obox4-ps25	0	0	0	0	0	0	0	0	0			
Obox4-ps26	0	0	0	0	0	0	0	0	0			
Ranbp2-ps7	0	0	0	0	0	0	0	0	0			
Klk1b11	0	0	0	0	0	0	0	0	0			
Gm45195	0	0	0	0	0	0	0	0	0			
Cyp2t4	1	0	0	0	0	0	2	2	2			
Klk1b12-ps	0	0	0	0	0	0	0	0	0			
Klk1b26	0	0	0	0	0	0	0	0	0			
Klk1b18-ps	0	0	0	0	0	0	0	0	0			
Klk1b28-ps	0	0	0	0	0	0	0	0	0			
Gm45196	0	0	0	0	0	0	0	0	0			
Klk1b19-ps	0	0	0	0	0	0	0	0	0			
Egln2	2832	2846	2758	3086	3049	2874	2365	2547	2495			
Klk1b27	0	0	0	0	0	0	0	0	0			
Gm45197	0	0	0	0	0	0	0	0	0			
Klk1b14-ps	0	0	0	0	0	0	0	0	0			
Apba2	9692	9787	9110	8369	8635	8580	6742	7271	7842			
Gm45026	0	0	0	0	0	0	0	0	0			
Gm45082	0	0	0	0	0	0	0	0	0			
Gm44721	0	0	2	0	0	0	2	0	0			
Klk1b15-ps	0	0	0	0	0	0	0	0	0			
Gm45125	0	0	0	0	0	0	0	0	0			
Klk1b21	0	0	0	0	0	0	0	0	0			
Gm45127	0	0	0	0	0	0	0	0	0			
Klk1b22	0	0	0	0	0	0	0	0	0			
Gm45126	0	0	0	0	0	0	0	0	0			
Gm45122	0	0	0	0	0	0	0	0	0			
Klk1b23-ps	0	0	0	0	0	0	0	0	0			
Obox2	0	0	0	0	0	0	0	0	0			
Fam189a1	29	65	28	54	48	40	37	45	67			
Rab4b	85	94	94	103	77	95	89	81	95			
Nsmce3	1393	1334	1242	1428	1391	1394	1083	1099	1270			
Klk1b16	0	0	0	0	0	0	0	2	0			
Gm17908	0	0	0	0	0	0	0	0	0			
Gm45136	0	0	0	0	0	0	0	0	0			
Gm17918	0	0	0	0	0	0	0	0	0			
Gm21983	0	0	0	0	0	0	0	0	0			
Mir3101	0	0	0	0	0	0	0	0	0			
1810049I09Rik	0	0	0	0	0	0	0	0	0			
Klk1b24	0	0	0	0	2	0	0	2	0			
Gm44779	0	0	0	0	0	0	0	0	0			
Mia	7	1	2	4	2	3	0	2	16			
Klk1b3	0	0	0	0	0	0	0	0	0			
Gm44605	0	0	0	0	0	0	0	0	0			
Klk1b4	0	0	0	0	0	0	0	0	0			
Gm45134	0	0	0	0	0	0	0	0	0			
Klk1b5	0	0	0	0	0	0	0	0	0			
Gm10109	0	1	0	0	6	0	0	4	4			
Obox1	0	0	0	0	0	0	0	0	0			
Ranbp2-ps8	0	0	0	0	0	0	0	0	0			
Obox4-ps27	0	0	0	0	0	0	0	0	0			
Obox4-ps28	0	0	0	0	0	0	0	0	0			
Obox4-ps29	0	0	0	0	0	0	0	0	0			
Klk1	0	0	0	0	0	0	0	0	0			
Snrpa	6956	7175	6427	6618	6721	6516	5443	5801	6589			
BC024978	437	460	440	504	457	418	390	402	540			
Mir1191	0	0	0	0	0	0	0	0	0			
1700028J19Rik	28	14	31	22	20	31	18	22	14			
Cln3	316	311	322	317	338	311	282	346	453			
Itpkc	704	640	538	717	694	723	512	523	653			
Gm36864	0	0	0	0	0	0	0	0	0			
7SK	0	0	0	0	0	0	0	0	0			
Mir7059	0	0	0	1	0	0	0	0	0			
Apobr	8	28	18	28	24	16	42	23	18			
Arnt2	1630	1706	1434	1809	1767	1740	1340	1395	1629			
Obox3	0	0	0	0	0	0	0	0	0			
Il27	0	0	0	0	0	0	0	0	0			
Gm25790	0	0	0	0	0	0	0	0	2			
Obox3-ps6	0	0	0	0	0	0	0	0	0			
Obox4-ps30	0	0	0	0	0	0	0	0	0			
Gm30873	0	2	0	0	0	0	2	0	0			
Ranbp2-ps9	0	0	0	0	1	0	0	0	0			
Gm44933	0	0	0	0	0	0	0	0	0			
Ranbp2-ps10	0	0	0	0	0	0	0	0	0			
Gm45175	0	0	0	0	0	0	0	0	0			
Obox4-ps31	0	0	0	0	0	0	0	0	0			
Gm25354	0	0	0	0	0	0	0	1	0			
Obox4-ps32	0	0	0	0	0	0	0	0	0			
Gtpbp4-ps6	0	0	0	0	0	0	0	0	0			
Gm2115	6	6	2	0	6	6	14	0	0			
Obox4-ps33	0	0	0	0	0	0	0	0	0			
Gm45174	0	0	0	0	0	0	0	0	0			
Gm23714	0	0	0	0	0	0	0	0	0			
Nupr1	892	913	753	831	826	789	729	643	875			
Gm44928	0	0	0	0	0	0	0	0	0			
Obox4-ps34	0	0	0	0	0	0	0	0	0			
Ranbp2-ps11	0	0	0	0	0	0	0	0	0			
2510046G10Rik	156	149	182	148	137	171	87	89	122			
Obox5	0	0	0	0	0	0	0	0	0			
Ranbp2-ps12	0	0	0	0	0	0	0	0	0			
Gtpbp4-ps7	0	0	0	0	0	0	0	0	0			
Obox4-ps35	0	0	0	0	0	0	0	0	0			
Coq8b	704	667	637	749	682	664	599	667	663			
Gm15567	43	38	19	45	28	45	25	25	42			
Obox6	0	0	0	0	0	0	0	0	0			
Gm44641	0	2	0	0	2	0	0	0	0			
Fah	11	15	6	6	2	10	0	12	30			
Tjp1	8920	8728	7726	6654	6611	6589	6179	6743	8069			
Gm44794	0	0	0	0	0	0	2	0	0			
Gm44795	0	0	0	0	0	0	0	0	0			
Gm44792	0	0	0	0	0	0	0	0	0			
Numbl	6425	5976	5833	6645	5967	6137	4650	5241	5791			
Sgf29	1171	1183	1115	1216	1125	1029	833	962	1084			
Gm7546	0	0	0	0	0	0	0	0	0			
Gm15570	0	1	1	2	1	1	2	2	0			
BC046251	32	19	34	39	13	34	47	39	35			
Crx	0	0	0	0	2	0	0	0	0			
Sult1a1	2	2	0	0	4	0	2	2	8			
Gm6939	3	10	4	3	7	0	0	9	7			
Tarsl2	2572	2510	2250	2360	2145	2071	1653	1891	2089			
Crxos	0	0	0	0	0	0	0	0	0			
Ass-ps1	0	0	0	0	0	0	0	0	0			
Slx1b	860	740	713	891	708	802	658	690	829			
Selenow	5621	5357	5231	7033	6500	6248	5697	6176	5872			
Bola2	1991	2058	1616	2373	1926	2155	1547	1767	1687			
Nop53	7498	7597	7104	8861	8578	8200	6724	7633	7635			
Snord23	4	4	7	9	0	2	7	4	3			
Gm24576	6	4	0	0	0	0	0	1	1			
Ehd2	546	523	508	367	392	410	519	530	563			
Tm2d3	902	893	937	1067	934	901	698	854	795			
Gm7551	2	0	2	4	2	2	0	3	2			
1810008I18Rik	0	0	0	2	0	2	0	0	0			
Gm20684	1	2	3	4	6	2	3	0	1			
Bicra	1148	1146	1006	1261	1231	1180	810	984	1060			
Gm38948	0	0	1	4	0	0	0	0	0			
Zfand6	2744	2821	2535	2504	2369	2188	2006	2277	2495			
2610206C17Rik	2	0	2	0	7	2	2	0	2			
Tprgl-ps1	0	0	0	0	0	0	0	0	0			
Vmn2r-ps62	0	0	0	0	0	0	0	0	0			
Gm6155	0	0	0	0	0	0	0	0	0			
2410002F23Rik	3375	3093	3038	4392	4421	4163	2615	2804	3459			
Olfr291	0	0	0	0	0	0	0	0	0			
Tprgl-ps2	0	0	0	0	0	0	0	0	0			
Gm28496	1	6	2	6	3	2	0	5	0			
Olfr290	0	0	0	0	0	0	0	0	0			
Gm26247	0	0	0	0	0	0	0	0	0			
Snord88c	6	15	8	14	7	8	5	9	9			
Olfr290	0	0	0	0	0	0	0	0	0			
Snord88a	0	0	0	0	0	0	0	0	0			
Gm18560	0	0	0	0	0	0	0	0	0			
Gm23991	0	0	0	0	0	0	0	0	0			
Vmn2r65	0	0	0	0	0	0	0	0	0			
Acp4	1	4	3	2	0	0	0	0	1			
Gm15517	0	0	0	0	0	0	0	0	0			
Gm18905	1	4	4	17	16	11	1	4	12			
Gm18307	0	0	0	0	0	0	0	0	0			
Gm7238	1	0	0	0	0	0	0	0	0			
Zfp541	8	4	6	3	6	4	8	10	6			
Vmn2r66	0	0	0	0	0	0	0	0	0			
Coro1a	459	507	368	460	499	462	489	463	565			
Vmn2r-ps64	0	0	0	0	0	0	0	0	0			
Vmn2r-ps65	0	0	0	0	0	0	0	0	0			
Vmn2r-ps66	0	0	0	0	0	0	0	0	0			
Snrp1c-ps1	0	0	0	0	0	0	0	0	0			
Vmn2r-ps67	0	0	0	0	0	0	0	0	0			
4930448A20Rik	0	0	0	0	0	0	0	0	4			
Clec11a	64	44	68	58	64	54	34	51	38			
Gm18358	0	0	0	0	0	0	0	0	0			
Gm44824	0	0	0	0	0	0	0	0	0			
Gm44855	0	0	0	0	0	0	0	0	0			
Pcsk6	246	267	229	183	205	186	138	192	200			
Gm45213	0	0	0	0	0	0	0	0	0			
Vmn2r67	0	0	0	0	0	0	0	0	0			
Vmn2r-ps68	0	0	0	0	0	0	0	0	0			
Vmn2r68	0	0	0	0	0	0	0	0	0			
Gm20414	0	0	0	0	0	0	0	0	0			
Gm20415	0	0	0	0	0	0	0	0	0			
Vmn2r-ps69	0	0	0	0	0	0	0	0	0			
Napa	7254	6976	6431	8133	7844	7280	4865	5004	5748			
Vmn2r69	0	0	0	0	0	0	0	0	0			
Gm18359	0	0	0	0	0	0	0	0	0			
Gm44578	0	0	0	0	0	0	0	0	0			
Snrpa1	3805	3833	3326	3987	3619	3626	2848	2966	3520			
Vmn2r-ps70	0	0	0	0	0	0	0	0	0			
Gm18360	0	0	0	0	0	0	0	0	0			
Gm45081	0	0	2	0	0	0	0	0	0			
Mapk3	3504	3337	3069	2673	2518	2546	2392	2767	2969			
Vmn2r70	0	0	0	0	0	0	0	0	0			
Kptn	898	848	808	1088	957	812	743	696	900			
Vmn2r71	0	0	0	0	0	0	0	0	0			
Vmn2r-ps72	0	0	0	0	0	0	0	0	0			
Vmn2r-ps73	0	0	0	0	0	0	0	0	0			
Gdpd3	73	58	54	57	64	46	49	74	91			
Gm9967	13	11	12	18	20	8	2	2	4			
Apbb1	2052	2121	2132	1804	1755	1680	1691	2004	2217			
Vmn2r72	0	0	0	0	0	0	0	0	0			
Gm18779	0	0	0	0	0	0	0	0	0			
Gm18354	0	0	0	0	0	0	0	0	0			
Vmn2r-ps75	0	0	0	0	0	0	0	0	0			
Selenos	1217	1208	997	1392	1286	1251	1323	1235	1565			
Vmn2r-ps76	0	0	0	0	0	0	0	0	0			
Vmn2r-ps77	0	0	0	0	0	0	0	0	0			
Chsy1	2694	2773	2248	2650	2584	2505	2117	2444	2880			
Gm26827	1	0	2	2	8	2	2	2	3			
Slc8a2	5092	5027	4762	4828	4701	4724	3646	3665	4129			
Gm23042	0	0	0	0	0	0	0	0	0			
Gm18988	0	0	0	0	0	0	0	0	0			
Gm45080	0	0	0	2	0	0	0	0	0			
Hpx	4	4	0	6	6	4	6	6	5			
Vmn2r73	0	0	0	0	0	0	0	0	0			
Vmn2r-ps78	0	0	0	0	0	0	0	0	0			
Shank1	50	47	32	36	52	34	76	70	86			
Gm44757	0	0	0	0	0	0	0	0	0			
Vmn2r74	0	0	0	0	0	0	0	0	0			
Vmn2r-ps79	0	0	0	0	0	0	0	0	0			
Ypel3	1089	1343	991	985	922	843	1016	966	1087			
Vmn2r-ps80	0	0	0	0	0	0	0	0	0			
Vmn2r-ps81	0	0	0	0	0	0	0	0	0			
1700008O03Rik	2	16	10	8	1	17	9	11	15			
Vmn2r-ps82	0	0	0	0	0	0	0	0	0			
Gm44780	0	0	2	0	0	2	0	0	0			
Vmn2r-ps83	0	0	0	0	0	0	0	0	0			
Vmn2r-ps84	0	0	0	0	0	0	0	0	0			
Vmn2r75	0	0	0	0	0	0	0	0	0			
Vmn2r-ps85	0	0	0	0	0	0	0	0	0			
Vmn2r-ps86	0	0	0	0	0	0	0	0	0			
Tbx6	34	33	45	28	28	17	43	36	64			
Ltbp4	5657	5429	4714	4630	4661	4510	4702	5241	5967			
Vmn2r76	0	0	0	0	0	0	0	0	0			
Olfr310	0	0	0	0	0	0	0	0	0			
Gm20480	0	0	0	0	0	0	0	0	0			
Olfr309	0	0	0	0	0	0	0	0	0			
Olfr308	0	0	0	0	0	0	0	0	0			
Lrrk1	213	177	167	143	156	144	185	161	163			
Olfr307	0	0	0	0	0	0	0	0	0			
Syt3	121	172	143	44	90	95	121	117	137			
Olfr306-ps1	0	0	0	0	0	0	0	0	0			
Ppp4c	4934	4791	4348	4871	4298	4160	3620	3888	3965			
Gm45124	0	0	0	0	0	0	6	4	2			
Gm44752	0	0	0	0	0	0	0	0	0			
Gm10974	0	0	0	0	0	0	0	0	0			
Olfr305	0	0	0	0	0	0	0	0	0			
5S_rRNA	0	0	0	0	0	0	0	0	0			
Mir7057	0	0	0	0	0	0	0	0	0			
Olfr304	0	0	0	0	0	0	0	0	0			
Lrrc4b	2169	2284	2179	2098	2162	2041	1781	1987	1890			
Olfr303	0	0	0	0	0	0	0	0	0			
Gm45541	0	0	0	0	0	0	0	0	0			
Olfr301	0	0	0	0	0	0	0	0	0			
Olfr300-ps1	0	0	0	0	0	0	0	0	0			
Olfr299	0	0	0	0	0	0	0	0	0			
Olfr298	0	0	0	0	0	0	0	0	0			
Olfr297	0	0	0	0	0	0	0	0	0			
Gm17919	0	0	0	0	0	0	0	0	0			
Trim3	1625	1567	1508	1685	1730	1534	1355	1542	1711			
Olfr296-ps1	0	0	0	0	0	0	0	0	0			
Gm45632	3	12	8	6	18	7	10	8	6			
Olfr295	0	0	0	0	0	0	0	0	0			
Aspdh	28	20	9	19	44	33	18	24	25			
Olfr294	0	0	0	0	0	0	0	0	0			
Shkbp1	1101	1075	1071	1159	1214	1130	825	1017	1104			
Gm20479	0	0	0	0	0	0	0	0	0			
Olfr293	0	0	0	0	0	0	0	0	0			
Meis3	597	584	531	757	621	714	659	697	739			
Olfr292	0	0	0	0	0	0	0	0	0			
Aldh1a3	2	6	2	10	6	2	2	14	12			
Gm44753	0	0	0	0	0	0	2	0	0			
Gm44754	0	0	1	0	1	0	0	0	3			
Gm33570	0	0	0	0	0	0	0	0	0			
Gm44610	0	0	0	0	0	0	0	0	0			
Asb7	1180	1118	1029	1015	1063	974	824	856	1032			
Folh1	0	0	0	0	0	0	0	1	0			
Vmn2r77	0	0	0	0	0	0	0	0	0			
Vmn2r-ps87	0	0	0	0	0	0	0	0	0			
Gm19203	0	0	0	0	0	0	0	0	0			
Aldoa	47012	53514	46050	39552	38328	36295	29787	33142	39306			
Dhx34	1381	1385	1257	1241	1280	1267	1108	1201	1235			
Vmn2r78	0	0	0	0	0	0	0	0	0			
Gm45409	0	0	0	0	0	0	0	0	0			
Arfip2	4118	4058	3774	4345	4159	4086	3708	4042	4503			
C5ar2	0	0	0	0	0	0	0	0	0			
Josd2	1572	1475	1382	1257	1249	1261	1320	1407	1796			
Gm26473	0	0	0	0	0	0	0	0	0			
Mir7052	3	5	21	7	13	17	11	17	14			
5430431A17Rik	1	1	2	0	8	3	6	2	4			
Vmn2r79	0	0	0	0	2	0	0	2	0			
Gm44925	0	0	0	0	0	0	0	0	0			
Gm6230	0	0	0	0	0	0	0	0	0			
C5ar1	0	0	0	0	0	0	0	1	0			
Inafm1	435	477	377	520	524	494	421	475	525			
Tlcd3b	2282	2314	2058	2116	1956	1772	1636	1676	2075			
Aldoa	332	314	289	281	264	205	145	263	214			
Gm44856	0	0	0	2	0	0	0	0	0			
Timm10b	244	223	241	218	191	187	180	175	182			
4930451I11Rik	0	0	0	0	0	0	0	0	0			
Gm44854	0	0	1	0	0	0	0	0	0			
Emc10	8395	8486	7966	10130	9655	8995	6861	7588	7957			
Lins1	643	679	624	833	869	817	617	664	828			
Gm45098	0	0	0	0	0	2	0	4	0			
Gm10623	0	0	0	0	0	0	0	0	0			
Gm45799	0	2	0	4	4	3	1	0	0			
Gm22504	0	0	0	0	0	0	0	0	0			
Doc2a	532	444	464	396	406	414	440	465	484			
Fam71e1	120	117	149	131	108	111	82	117	106			
Cers3	16	20	10	24	16	14	20	8	8			
Gm44646	13	5	8	12	19	13	13	16	27			
Dnhd1	17	9	10	36	15	24	18	23	18			
Mrps36-ps2	2	0	3	0	0	0	2	2	1			
Ccdc9	3171	3109	2981	3158	3116	2956	2161	2397	2733			
Bbc3	361	434	362	335	358	325	566	513	578			
Rrp8	2064	2156	2019	2561	2487	2222	1881	2035	2309			
Mybpc2	12	21	0	32	7	8	10	12	16			
Sptbn4	535	499	492	391	397	386	388	427	480			
Adamts17	135	112	120	138	183	166	112	144	158			
Gm44755	2	0	0	0	0	0	0	0	0			
Gm44924	2	1	0	2	0	0	0	0	0			
Gm44609	0	2	0	0	0	0	0	0	0			
Gm17909	1	4	5	0	4	5	3	5	0			
Gm45101	0	0	0	0	0	0	0	0	0			
